Index,Left_Sensor,Front_Sensor,Right_Sensor,Result
288,779.330655932426,1000,1000,2
289,789.959728717804,1000,1000,2
290,858.461558818817,1000,1000,1
291,872.710421681404,1000,1000,1
292,848.043411970139,1000,1000,1
293,821.058303117752,1000,1000,1
294,794.205740094185,1000,1000,2
295,804.761350154877,1000,1000,1
296,768.843442201614,1000,1000,2
297,778.474882245064,1000,1000,2
298,850.953608751297,1000,1000,1
299,861.88480257988,1000,1000,1
300,831.911563873291,1000,1000,1
301,799.520537257195,1000,1000,2
302,819.278955459595,1000,1000,1
303,790.168568491936,1000,1000,2
304,812.846422195435,1000,1000,1
305,785.337239503861,1000,1000,2
306,808.103457093239,1000,1000,1
307,782.171934843063,1000,1000,2
308,804.419815540314,1000,1000,1
309,780.052840709686,1000,1000,2
310,802.195817232132,1000,1000,1
311,779.389962553978,1000,1000,2
312,803.893804550171,1000,1000,1
313,778.911709785461,1000,1000,2
314,790.005102753639,1000,1000,2
315,864.937677979469,1000,1000,1
316,879.277884960175,1000,1000,1
317,850.935503840447,1000,1000,1
318,821.899697184563,1000,1000,1
319,792.199745774269,1000,1000,2
320,816.28680229187,1000,1000,1
321,788.371339440346,1000,1000,2
322,814.634412527084,1000,1000,1
323,788.248330354691,1000,1000,2
324,815.108940005302,1000,1000,1
325,790.252834558487,1000,1000,2
326,816.601067781448,1000,1000,1
327,793.297290802002,1000,1000,2
328,818.80234181881,1000,1000,1
329,797.069817781448,1000,1000,2
330,822.818726301193,1000,1000,1
331,801.356732845306,1000,1000,1
332,767.820104956627,1000,1000,2
333,778.997913002968,1000,1000,2
334,852.682068943977,1000,1000,1
335,867.02935397625,1000,1000,1
336,839.410498738289,1000,1000,1
337,811.396241188049,1000,1000,1
338,782.973542809486,1000,1000,2
339,806.958377361298,1000,1000,1
340,780.17957508564,1000,1000,2
341,806.08569085598,1000,1000,1
342,780.78493475914,1000,1000,2
343,807.135328650475,1000,1000,1
344,783.269926905632,1000,1000,2
345,808.906257152557,1000,1000,1
346,786.462426185608,1000,1000,2
347,810.888782143593,1000,1000,1
348,789.845511317253,1000,1000,2
349,813.853368163109,1000,1000,1
350,786.668285727501,1000,1000,2
351,794.976800680161,1000,1000,2
352,861.4182472229,1000,1000,1
353,874.675959348679,1000,1000,1
354,846.96002304554,1000,1000,1
355,818.981826305389,1000,1000,1
356,790.701657533646,1000,1000,2
357,809.74169075489,1000,1000,1
358,783.146172761917,1000,1000,2
359,804.584547877312,1000,1000,1
360,778.899937868118,1000,1000,2
361,800.820887088776,1000,1000,1
362,776.349976658821,1000,1000,2
363,797.864273190498,1000,1000,2
364,886.121317744255,1000,1000,1
365,918.894186615944,1000,1000,1
366,900.590568780899,1000,1000,1
367,881.703123450279,1000,1000,1
368,849.680751562119,1000,1000,1
369,817.500129342079,1000,1000,1
370,785.384997725487,1000,1000,2
371,791.395679116249,1000,1000,2
372,849.855095148087,1000,1000,1
373,858.295559883118,1000,1000,1
374,831.16427063942,1000,1000,1
375,803.653821349144,1000,1000,1
376,776.018500328064,1000,1000,2
377,790.538638830185,1000,1000,2
378,865.342989563942,1000,1000,1
379,886.511579155922,1000,1000,1
380,863.86501789093,1000,1000,1
381,840.945839881897,1000,1000,1
382,817.781910300255,1000,1000,1
383,794.412717223167,1000,1000,2
384,808.610171079636,1000,1000,1
385,786.612704396248,1000,1000,2
386,799.821987748146,1000,1000,2
387,843.578726053238,1000,1000,1
388,844.103246927261,1000,1000,1
389,813.524052500725,1000,1000,1
390,782.893002033234,1000,1000,2
391,783.974453806877,1000,1000,2
392,831.387341022491,1000,1000,1
393,836.911350488663,1000,1000,1
394,810.307860374451,1000,1000,1
395,783.506631851196,1000,1000,2
396,795.088931918144,1000,1000,2
397,863.501653075218,1000,1000,1
398,877.538248896599,1000,1000,1
399,855.296403169632,1000,1000,1
400,833.120569586754,1000,1000,1
401,810.709223151207,1000,1000,1
402,788.108706474304,1000,1000,2
403,805.235356092453,1000,1000,1
404,784.05000269413,1000,1000,2
405,794.242098927498,1000,1000,2
406,841.305404901505,1000,1000,1
407,841.870829463005,1000,1000,1
408,812.471434473991,1000,1000,1
409,782.960280776024,1000,1000,2
410,792.099535465241,1000,1000,2
411,858.06630551815,1000,1000,1
412,868.240594863892,1000,1000,1
413,843.575969338417,1000,1000,1
414,818.844735622406,1000,1000,1
415,793.827176094055,1000,1000,2
416,817.066803574562,1000,1000,1
417,795.791000127792,1000,1000,2
418,823.897421360016,1000,1000,1
419,804.995372891426,1000,1000,1
420,782.448947429657,1000,1000,2
421,807.625874876976,1000,1000,1
422,789.146572351456,1000,1000,2
423,815.707594156265,1000,1000,1
424,785.628631711006,1000,1000,2
425,796.055495738983,1000,1000,2
426,861.171782016754,1000,1000,1
427,873.193368315697,1000,1000,1
428,849.453806877136,1000,1000,1
429,822.236761450768,1000,1000,1
430,795.037820935249,1000,1000,2
431,814.301148056984,1000,1000,1
432,790.592059493065,1000,1000,2
433,816.691145300865,1000,1000,1
434,794.820711016655,1000,1000,2
435,825.332552194595,1000,1000,1
436,805.2147179842,1000,1000,1
437,782.025530934334,1000,1000,2
438,811.443328857422,1000,1000,1
439,792.074277997017,1000,1000,2
440,824.636667966843,1000,1000,1
441,807.088613510132,1000,1000,1
442,784.039497375488,1000,1000,2
443,794.087648391724,1000,1000,2
444,862.324610352516,1000,1000,1
445,874.079018831253,1000,1000,1
446,848.166272044182,1000,1000,1
447,819.735452532768,1000,1000,1
448,791.364088654518,1000,1000,2
449,809.799432754517,1000,1000,1
450,784.837678074837,1000,1000,2
451,809.789150953293,1000,1000,1
452,786.247998476028,1000,1000,2
453,815.640017390251,1000,1000,1
454,793.813094496727,1000,1000,2
455,826.844051480293,1000,1000,1
456,806.730538606644,1000,1000,1
457,783.899128437042,1000,1000,2
458,815.002843737602,1000,1000,1
459,795.841217041016,1000,1000,2
460,829.45704460144,1000,1000,1
461,803.083181381226,1000,1000,1
462,769.942179322243,1000,1000,2
463,781.14241361618,1000,1000,2
464,854.170769453049,1000,1000,1
465,868.648290634155,1000,1000,1
466,843.13303232193,1000,1000,1
467,817.087888717651,1000,1000,1
468,790.597796440125,1000,1000,2
469,812.431201338768,1000,1000,1
470,788.216590881348,1000,1000,2
471,814.773812890053,1000,1000,1
472,791.836678981781,1000,1000,2
473,821.697935461998,1000,1000,1
474,800.301283597946,1000,1000,1
475,778.01376581192,1000,1000,2
476,808.798894286156,1000,1000,1
477,788.876041769981,1000,1000,2
478,821.426883339882,1000,1000,1
479,802.638679742813,1000,1000,1
480,772.321075201035,1000,1000,2
481,784.293487668037,1000,1000,2
482,859.571173787117,1000,1000,1
483,875.906571745873,1000,1000,1
484,849.386677145958,1000,1000,1
485,822.147354483604,1000,1000,1
486,794.636011123657,1000,1000,2
487,812.605246901512,1000,1000,1
488,787.188187241554,1000,1000,2
489,808.682888746262,1000,1000,1
490,784.560665488243,1000,1000,2
491,809.327363967896,1000,1000,1
492,786.702111363411,1000,1000,2
493,814.624652266502,1000,1000,1
494,793.464332818985,1000,1000,2
495,823.768973350525,1000,1000,1
496,804.055482149124,1000,1000,1
497,783.643946051598,1000,1000,2
498,811.251327395439,1000,1000,1
499,779.502838850021,1000,1000,2
500,791.673958301544,1000,1000,2
501,865.462571382523,1000,1000,1
502,882.881283760071,1000,1000,1
503,856.538191437721,1000,1000,1
504,829.461961984634,1000,1000,1
505,802.195742726326,1000,1000,1
506,774.786695837975,1000,1000,2
507,789.645910263062,1000,1000,2
508,867.810547351837,1000,1000,1
509,888.407602906227,1000,1000,1
510,866.828188300133,1000,1000,1
511,844.739973545074,1000,1000,1
512,822.437480092049,1000,1000,1
513,799.928307533264,1000,1000,2
514,824.114009737968,1000,1000,1
515,803.325101733208,1000,1000,1
516,782.017484307289,1000,1000,2
517,799.100920557976,1000,1000,2
518,878.552421927452,1000,1000,1
519,902.130827307701,1000,1000,1
520,879.849717020988,1000,1000,1
521,857.265442609787,1000,1000,1
522,834.683999419212,1000,1000,1
523,812.138542532921,1000,1000,1
524,789.63428735733,1000,1000,2
525,806.563645601273,1000,1000,1
526,785.736069083214,1000,1000,2
527,805.339962244034,1000,1000,1
528,785.996466875076,1000,1000,2
529,808.948799967766,1000,1000,1
530,790.993571281433,1000,1000,2
531,816.883370280266,1000,1000,1
532,799.798592925072,1000,1000,2
533,827.252715826035,1000,1000,1
534,811.850428581238,1000,1000,1
535,795.566067099571,935.563311928632,1000,2
536,822.361409664154,878.116470815317,1000,1
537,807.726457715035,798.881972226879,1000,2
538,834.376662969589,742.220911339181,1000,2
539,931.323319673538,691.868376907855,1000,2
540,1000,652.819201817189,1000,2
541,1000,635.680105317769,1000,2
542,992.792569791764,1000,1000,1
543,869.289385496433,1000,1000,1
544,775.416693813859,1000,1000,2
545,720.965061105339,1000,1000,2
546,694.885827467765,1000,1000,2
547,1000,1000,1000,1
548,1000,1000,1000,1
549,1000,1000,1000,1
550,1000,1000,1000,1
551,1000,1000,1000,1
552,1000,1000,1000,1
553,1000,1000,1000,1
554,1000,1000,1000,1
555,1000,1000,1000,1
556,1000,1000,1000,1
557,1000,1000,1000,1
558,1000,1000,1000,1
559,1000,1000,1000,1
560,1000,1000,1000,1
561,1000,1000,1000,1
562,1000,1000,1000,1
563,1000,1000,1000,1
564,1000,1000,1000,1
565,1000,1000,1000,1
566,1000,1000,1000,1
567,1000,1000,1000,1
568,1000,1000,1000,1
569,1000,1000,1000,1
570,1000,1000,1000,1
571,1000,1000,1000,1
572,1000,1000,1000,1
573,965.321287512779,1000,1000,1
574,906.261503696442,1000,1000,1
575,847.103968262672,1000,1000,1
576,787.763819098473,1000,1000,2
577,767.388641834259,1000,1000,2
578,788.543373346329,1000,1000,2
579,866.120532155037,1000,1000,1
580,1000,1000,1000,1
581,1000,1000,1000,1
582,1000,1000,1000,1
583,1000,1000,1000,1
584,1000,1000,1000,1
585,1000,1000,1000,1
586,1000,1000,1000,1
587,1000,1000,1000,1
588,1000,1000,1000,1
589,1000,1000,1000,1
590,1000,1000,1000,1
591,1000,1000,1000,1
592,1000,1000,1000,1
593,1000,1000,1000,1
594,1000,1000,1000,1
595,1000,1000,1000,1
596,1000,1000,1000,1
597,1000,1000,1000,1
598,1000,1000,1000,1
599,1000,1000,1000,1
600,1000,1000,1000,1
601,1000,1000,1000,1
602,1000,1000,1000,1
603,1000,1000,1000,1
604,1000,1000,1000,1
605,1000,1000,1000,1
606,1000,1000,1000,1
607,1000,1000,1000,1
608,1000,1000,1000,1
609,1000,1000,1000,1
610,1000,1000,1000,1
611,1000,1000,955.643430352211,1
612,1000,1000,891.842246055603,1
613,1000,1000,827.808901667595,1
614,1000,1000,763.583183288574,3
615,1000,1000,734.704434871674,3
616,1000,1000,740.02131819725,3
617,1000,1000,787.469297647476,3
618,1000,1000,898.429602384567,1
619,1000,1000,973.285511136055,1
620,1000,1000,1000,1
621,1000,1000,970.667600631714,1
622,1000,1000,927.626937627792,1
623,1000,1000,884.378775954247,1
624,1000,1000,841.090381145477,1
625,1000,1000,797.83022403717,3
626,1000,1000,795.415490865707,3
627,1000,1000,841.326415538788,1
628,1000,1000,837.896540760994,1
629,1000,1000,800.402760505676,1
630,1000,1000,762.841179966927,3
631,1000,1000,770.02614736557,3
632,1000,1000,836.097151041031,1
633,1000,1000,843.979045748711,1
634,1000,1000,811.809375882149,1
635,1000,1000,779.240876436234,3
636,1000,1000,795.124471187592,3
637,1000,1000,875.185653567314,1
638,1000,1000,895.673036575317,1
639,1000,1000,868.910625576973,1
640,1000,1000,841.870233416557,1
641,1000,1000,814.626961946487,1
642,1000,1000,787.278562784195,3
643,1000,1000,803.44058573246,1
644,1000,1000,777.849480509758,3
645,1000,1000,794.529691338539,3
646,1000,1000,872.169956564903,1
647,1000,1000,895.508229732513,1
648,1000,1000,875.507965683937,1
649,1000,1000,854.976028203964,1
650,1000,1000,834.38903093338,1
651,1000,1000,813.494250178337,1
652,1000,1000,792.417004704475,3
653,1000,1000,819.905176758766,1
654,1000,1000,800.457149744034,1
655,1000,1000,780.399292707443,3
656,1000,1000,808.323547244072,1
657,1000,1000,790.113136172295,3
658,1000,1000,817.904248833656,1
659,1000,1000,801.244452595711,1
660,1000,1000,784.027576446533,3
661,1000,1000,808.295533061028,1
662,1000,1000,792.889893054962,3
663,1000,1000,816.899985074997,1
664,1000,1000,802.981704473496,1
665,1000,1000,788.565948605537,3
666,1000,1000,814.704671502113,1
667,1000,1000,802.058279514313,1
668,1000,1000,788.885578513145,3
669,1000,1000,820.432230830193,1
670,1000,1000,809.052884578705,1
671,1000,1000,797.066166996956,3
672,1000,1000,832.129716873169,1
673,1000,1000,821.978226304054,1
674,1000,1000,811.178684234619,1
675,1000,923.834890127182,800.161063671112,1
676,1000,844.36371922493,788.826867938042,3
677,1000,789.221599698067,820.534154772759,3
678,1000,742.916166782379,924.377515912056,3
679,1000,709.633082151413,1000,3
680,1000,698.482096195221,1000,3
681,1000,724.594071507454,1000,3
682,1000,810.106918215752,927.532389760017,1
683,1000,875.726118683815,861.847922205925,1
684,1000,902.464315295219,808.518379926682,1
685,1000,880.120173096657,749.543830752373,3
686,1000,926.867946982384,728.282332420349,3
687,1000,1000,731.129571795464,3
688,1000,1000,784.507393836975,3
689,1000,1000,904.255285859108,1
690,1000,1000,1000,1
691,1000,1000,1000,1
692,1000,1000,1000,1
693,1000,1000,1000,1
694,1000,1000,1000,1
695,1000,1000,984.737724065781,1
696,1000,1000,942.445769906044,1
697,1000,1000,900.337249040604,1
698,1000,1000,858.386158943176,1
699,1000,1000,816.542506217957,1
700,1000,1000,774.768069386482,3
701,1000,1000,777.231082320213,3
702,1000,1000,836.096629500389,1
703,1000,1000,834.541991353035,1
704,1000,1000,798.508897423744,3
705,1000,1000,810.235142707825,1
706,1000,1000,775.692388415337,3
707,1000,1000,788.716599345207,3
708,1000,1000,865.070298314095,1
709,1000,1000,882.852301001549,1
710,1000,1000,853.952243924141,1
711,1000,1000,824.824050068855,1
712,1000,1000,795.526653528214,3
713,1000,1000,809.226110577583,1
714,1000,1000,781.810060143471,3
715,1000,1000,796.357244253159,3
716,1000,1000,869.870260357857,1
717,1000,1000,890.681818127632,1
718,1000,1000,868.717804551125,1
719,1000,1000,846.22859954834,1
720,1000,1000,823.57183098793,1
721,1000,1000,800.714641809464,1
722,1000,1000,777.639448642731,3
723,1000,1000,803.00398170948,1
724,1000,1000,781.6281914711,3
725,1000,1000,808.505937457085,1
726,1000,1000,788.733214139938,3
727,1000,1000,815.71601331234,1
728,1000,1000,797.022208571434,3
729,1000,1000,822.642296552658,1
730,1000,1000,805.85278570652,1
731,1000,1000,788.297355175018,3
732,1000,1000,810.98385155201,1
733,1000,1000,795.296356081963,3
734,1000,1000,818.792283535004,1
735,1000,1000,804.034993052483,1
736,1000,1000,789.027735590935,3
737,1000,1000,815.974920988083,1
738,1000,1000,802.710428833962,1
739,1000,1000,788.716673851013,3
740,1000,1000,820.671543478966,1
741,1000,1000,808.425024151802,1
742,1000,1000,795.363932847977,3
743,1000,1000,829.499065876007,1
744,1000,1000,818.267911672592,1
745,1000,1000,806.203857064247,1
746,1000,1000,793.791934847832,3
747,1000,1000,824.709311127663,1
748,1000,1000,814.110934734345,1
749,1000,1000,802.922621369362,1
750,1000,1000,791.59677028656,3
751,1000,1000,818.475037813187,1
752,1000,1000,808.882936835289,1
753,1000,1000,798.861309885979,3
754,1000,1000,828.282237052918,1
755,1000,1000,820.058211684227,1
756,1000,1000,811.208859086037,1
757,1000,1000,1000,1
758,1000,1000,1000,1
759,1000,1000,1000,1
760,1000,1000,1000,1
761,1000,1000,1000,1
762,1000,1000,1000,1
763,1000,1000,1000,1
764,1000,1000,1000,1
765,1000,1000,1000,1
766,1000,1000,1000,1
767,1000,1000,1000,1
768,977.800935506821,1000,1000,1
769,927.408114075661,1000,1000,1
770,877.286568284035,1000,1000,1
771,827.350243926048,1000,1000,1
772,777.486264705658,1000,1000,2
773,759.736150503159,1000,1000,2
774,779.123306274414,1000,1000,2
775,844.109803438187,1000,1000,1
776,863.124877214432,1000,1000,1
777,832.7816426754,1000,1000,1
778,791.645646095276,1000,1000,2
779,791.310146450996,1000,1000,2
780,840.803012251854,1000,1000,1
781,839.99440073967,1000,1000,1
782,807.0357888937,1000,1000,1
783,770.827978849411,1000,1000,2
784,776.449888944626,1000,1000,2
785,834.749564528465,1000,1000,1
786,842.283293604851,1000,1000,1
787,813.993066549301,1000,1000,1
788,783.290266990662,1000,1000,2
789,796.157419681549,1000,1000,2
790,870.610252022743,1000,1000,1
791,887.079015374184,1000,1000,1
792,864.425003528595,1000,1000,1
793,839.161425828934,1000,1000,1
794,813.83503973484,1000,1000,1
795,788.396671414375,1000,1000,2
796,816.757529973984,1000,1000,1
797,794.349238276482,1000,1000,2
798,827.092453837395,1000,1000,1
799,806.50694668293,1000,1000,1
800,783.674642443657,1000,1000,2
801,814.252123236656,1000,1000,1
802,794.957354664803,1000,1000,2
803,827.389732003212,1000,1000,1
804,810.811743140221,1000,1000,1
805,791.027247905731,1000,1000,2
806,820.879712700844,1000,1000,1
807,805.496200919151,1000,1000,1
808,787.277221679688,1000,1000,2
809,822.070240974426,1000,1000,1
810,808.200910687447,1000,1000,1
811,791.509449481964,1000,1000,2
812,833.629816770554,1000,1000,1
813,820.940732955933,1000,1000,1
814,805.814489722252,1000,1000,1
815,790.56940972805,1000,1000,2
816,837.146937847137,1000,1000,1
817,826.333314180374,1000,1000,1
818,812.820643186569,1000,1000,1
819,799.081400036812,1000,1000,2
820,843.391641974449,1000,1000,1
821,834.054201841354,1000,1000,1
822,822.318121790886,1000,1000,1
823,810.447111725807,1000,1000,1
824,798.707529902458,1000,1000,2
825,841.4426445961,1000,1000,1
826,833.360552787781,1000,1000,1
827,823.333263397217,1000,1000,1
828,813.118517398834,1000,1000,1
829,802.949368953705,1000,1000,1
830,792.79936850071,1000,1000,2
831,848.728120326996,1000,1000,1
832,842.12027490139,1000,1000,1
833,833.315402269363,1000,1000,1
834,824.465230107307,1000,1000,1
835,815.657302737236,1000,1000,1
836,806.898698210716,1000,1000,1
837,798.074528574944,1000,1000,2
838,850.82545876503,1000,1000,1
839,845.415890216827,1000,1000,1
840,838.157683610916,1000,1000,1
841,831.042528152466,1000,1000,1
842,824.118033051491,1000,1000,1
843,817.375108599663,1000,1000,1
844,810.701325535774,1000,1000,1
845,804.12782728672,1000,1000,1
846,797.683820128441,1000,1000,2
847,859.514847397804,1000,1000,1
848,856.751427054405,1000,1000,1
849,852.264761924744,1000,1000,1
850,847.857296466827,1000,1000,1
851,843.541100621223,1000,1000,1
852,839.297845959663,1000,1000,1
853,835.206583142281,1000,1000,1
854,831.148475408554,1000,1000,1
855,827.129259705544,1000,1000,1
856,823.155343532562,1000,1000,1
857,819.205120205879,1000,1000,1
858,773.663967847824,1000,1000,2
859,753.0577480793,1000,1000,2
860,770.109370350838,1000,1000,2
